id,type,level,keyword,meaning,example_1,translation_1,example_2,translation_2,
250,vocabulary,TOPIK I,세탁소,dry cleaners,세탁소에 가요,I go to the dry cleaners,옷을 맡겨요,I leave clothes there,
251,vocabulary,TOPIK I,센터,center,센터에 가요,I go to the center,센터가 커요,The center is big,
252,vocabulary,TOPIK I,센티미터,centimeter,10센티미터예요,It is 10 cm,길이가 5센티미터예요,The length is 5 cm,
253,vocabulary,TOPIK I,셋,three,셋 있어요,There are three,셋을 골라요,I choose three,
254,vocabulary,TOPIK I,셋째,third,셋째예요,It is the third,셋째 날이에요,It is the third day,
255,vocabulary,TOPIK I,소,cow,소가 커요,The cow is big,소를 봐요,I see a cow,
256,vocabulary,TOPIK I,소개,introduction,소개를 해요,I do an introduction,소개가 필요해요,An introduction is needed,
257,vocabulary,TOPIK I,소개하다,introduce,친구를 소개해요,I introduce a friend,자기소개를 해요,I introduce myself,
258,vocabulary,TOPIK I,소고기,beef,소고기를 먹어요,I eat beef,소고기가 맛있어요,The beef is delicious,
259,vocabulary,TOPIK I,소금,salt,소금을 넣어요,I add salt,소금이 짜요,The salt is salty,
260,vocabulary,TOPIK I,소리,sound,소리가 커요,The sound is loud,소리를 들어요,I hear a sound,
261,vocabulary,TOPIK I,소설,novel,소설을 읽어요,I read a novel,소설이 재미있어요,The novel is interesting,
262,vocabulary,TOPIK I,소설가,novelist,소설가가 유명해요,The novelist is famous,소설가가 책을 써요,The novelist writes books,
263,vocabulary,TOPIK I,소식,news,소식을 들어요,I hear news,좋은 소식이에요,It is good news,
264,vocabulary,TOPIK I,소파,sofa,소파에 앉아요,I sit on the sofa,소파가 편해요,The sofa is comfortable,
265,vocabulary,TOPIK I,소포,parcel,소포를 보내요,I send a parcel,소포가 왔어요,A parcel arrived,
266,vocabulary,TOPIK I,소풍,picnic,소풍을 가요,I go on a picnic,소풍이 재미있어요,The picnic is fun,
267,vocabulary,TOPIK I,소화제,digestive medicine,소화제를 먹어요,I take digestive medicine,배가 아파서 소화제를 먹어요,I take it because my stomach hurts,
268,vocabulary,TOPIK I,속,inside,속에 있어요,It is inside,가방 속에 있어요,It is inside the bag,
269,vocabulary,TOPIK I,손,hand,손이 아파요,My hand hurts,손을 씻어요,I wash my hands,
270,vocabulary,TOPIK I,손가락,finger,손가락이 길어요,The finger is long,손가락이 아파요,My finger hurts,
271,vocabulary,TOPIK I,손님,customer,손님이 많아요,There are many customers,손님을 맞아요,I welcome a customer,
272,vocabulary,TOPIK I,손수건,handkerchief,손수건을 써요,I use a handkerchief,손수건이 있어요,I have a handkerchief,
273,vocabulary,TOPIK I,송이,bunch,꽃 한 송이,A bunch of flowers,버섯 한 송이,A bunch of mushrooms,
274,vocabulary,TOPIK I,쇼핑,shopping,쇼핑을 해요,I go shopping,쇼핑이 재미있어요,Shopping is fun,
275,vocabulary,TOPIK I,수건,towel,수건을 써요,I use a towel,수건이 젖었어요,The towel is wet,
276,vocabulary,TOPIK I,시다,sour,맛이 시어요,It tastes sour,과일이 시어요,The fruit is sour,
277,vocabulary,TOPIK I,시디,CD,시디를 들어요,I listen to a CD,시디를 샀어요,I bought a CD,
278,vocabulary,TOPIK I,시민,citizen,시민이 많아요,There are many citizens,시민이 참여해요,Citizens participate,
279,vocabulary,TOPIK I,시설,facility,시설이 좋아요,The facility is good,시설을 이용해요,I use the facility,
280,vocabulary,TOPIK I,시외,suburbs,시외로 가요,I go to the suburbs,시외가 조용해요,The suburbs are quiet,
281,vocabulary,TOPIK I,시원하다,cool,날씨가 시원해요,The weather is cool,물이 시원해요,The water is cool,
282,vocabulary,TOPIK I,시월,October,시월에 여행해요,I travel in October,시월은 가을이에요,October is autumn,
283,vocabulary,TOPIK I,시작,start,수업 시작이에요,It is the start of class,시작이 좋아요,The start is good,
284,vocabulary,TOPIK I,시작되다,begin,수업이 시작돼요,The class begins,영화가 시작됐어요,The movie began,
285,vocabulary,TOPIK I,시작하다,start,공부를 시작해요,I start studying,일을 시작했어요,I started work,
286,vocabulary,TOPIK I,시장,market,시장에 가요,I go to the market,시장이 커요,The market is big,
287,vocabulary,TOPIK I,시청,city hall,시청에 가요,I go to city hall,시청이 가까워요,City hall is near,
288,vocabulary,TOPIK I,시키다,order,음식을 시켜요,I order food,커피를 시켰어요,I ordered coffee,
289,vocabulary,TOPIK I,시험,exam,시험을 봐요,I take an exam,시험이 어려워요,The exam is difficult,
290,vocabulary,TOPIK I,식당,restaurant,식당에 가요,I go to a restaurant,식당이 맛있어요,The restaurant is good,
291,vocabulary,TOPIK I,식사,meal,식사를 해요,I have a meal,식사가 맛있어요,The meal is delicious,
292,vocabulary,TOPIK I,식탁,table,식탁에 앉아요,I sit at the table,식탁이 커요,The table is big,
293,vocabulary,TOPIK I,신,god,신을 믿어요,I believe in God,신에게 기도해요,I pray to God,
294,vocabulary,TOPIK I,신다,put on,신발을 신어요,I put on shoes,양말을 신었어요,I put on socks,
295,vocabulary,TOPIK I,신문,newspaper,신문을 읽어요,I read a newspaper,신문이 있어요,There is a newspaper,
296,vocabulary,TOPIK I,신발,shoes,신발을 샀어요,I bought shoes,신발이 편해요,The shoes are comfortable,
297,vocabulary,TOPIK I,신청서,application form,신청서를 써요,I fill out an application form,신청서를 냈어요,I submitted the application form,
298,vocabulary,TOPIK I,신청하다,apply for,수업을 신청해요,I apply for a class,비자를 신청했어요,I applied for a visa,
299,vocabulary,TOPIK I,실례,excuse,실례합니다,Excuse me,실례가 많았습니다,I am sorry for the trouble,
300,vocabulary,TOPIK I,실례하다,be excused,실례하겠습니다,Excuse me,잠깐 실례할게요,Excuse me for a moment,
301,vocabulary,TOPIK I,실수,mistake,실수를 했어요,I made a mistake,실수가 많아요,There are many mistakes,
302,vocabulary,TOPIK I,싫다,hate/dislike,저는 우유가 싫어요,I dislike milk,그 일이 싫어요,I hate that work,
303,vocabulary,TOPIK I,싫어하다,dislike,매운 음식을 싫어해요,I dislike spicy food,운동을 싫어해요,I dislike exercise,
304,vocabulary,TOPIK I,심하다,severe,감기가 심해요,The cold is severe,문제가 심해요,The problem is serious,
305,vocabulary,TOPIK I,십,ten,십 개 있어요,There are ten,십 명이 왔어요,Ten people came,
306,vocabulary,TOPIK I,십이월,December,십이월은 추워요,December is cold,십이월에 여행해요,I travel in December,
307,vocabulary,TOPIK I,십일월,November,십일월에 만나요,We meet in November,십일월은 가을이에요,November is autumn,
308,vocabulary,TOPIK I,싱겁다,not salty,국이 싱거워요,The soup is bland,음식이 싱거워요,The food is not salty,
309,vocabulary,TOPIK I,싶다,want,가고 싶어요,I want to go,먹고 싶어요,I want to eat,
310,vocabulary,TOPIK I,싸다,cheap,가격이 싸요,The price is cheap,이 옷은 싸요,These clothes are cheap,
311,vocabulary,TOPIK I,싸우다,fight,친구와 싸웠어요,I fought with a friend,아이들이 싸워요,The children fight,
312,vocabulary,TOPIK I,쌀,rice,쌀을 샀어요,I bought rice,쌀이 많아요,There is a lot of rice,
313,vocabulary,TOPIK I,쌀밥,cooked rice,쌀밥을 먹어요,I eat cooked rice,쌀밥이 따뜻해요,The cooked rice is warm,
314,vocabulary,TOPIK I,쌓이다,stack up,눈이 쌓였어요,Snow piled up,책이 쌓여 있어요,Books are stacked up,
315,vocabulary,TOPIK I,썰다,chop,야채를 썰어요,I chop vegetables,고기를 썰었어요,I sliced meat,
316,vocabulary,TOPIK I,아흔,ninety,아흔 명이 있어요,There are ninety people,아흔 살이에요,He is ninety years old,
317,vocabulary,TOPIK I,악기,musical instrument,악기를 배워요,I learn a musical instrument,악기를 연주해요,I play an instrument,
318,vocabulary,TOPIK I,안,inside/within,집 안에 있어요,It is inside the house,가방 안에 있어요,It is inside the bag,
319,vocabulary,TOPIK I,안경,glasses,안경을 써요,I wear glasses,안경을 샀어요,I bought glasses,
320,vocabulary,TOPIK I,안내하다,guide,길을 안내해요,I guide the way,손님을 안내해요,I guide customers,
321,vocabulary,TOPIK I,안녕하세요,hello,안녕하세요,Hello,"선생님, 안녕하세요","Hello, teacher",
322,vocabulary,TOPIK I,안녕하십니까,hello (formal),안녕하십니까,Hello,"여러분, 안녕하십니까","Hello, everyone",
323,vocabulary,TOPIK I,안다,embrace/hug,아이를 안아요,I hug the child,친구를 안았어요,I hugged my friend,
324,vocabulary,TOPIK I,안전하다,safe,여기는 안전해요,This place is safe,길이 안전해요,The road is safe,
325,vocabulary,TOPIK I,앉다,sit,의자에 앉아요,I sit on a chair,여기에 앉으세요,Please sit here,
326,vocabulary,TOPIK I,알다,know,저는 알아요,I know,답을 알아요,I know the answer,
327,vocabulary,TOPIK I,알리다,inform,소식을 알려요,I inform the news,친구에게 알렸어요,I informed my friend,
328,vocabulary,TOPIK I,알맞다,fit/suitable,알맞은 답을 고르세요,Choose the suitable answer,크기가 알맞아요,The size is suitable,
329,vocabulary,TOPIK I,앞,front,앞에 있어요,It is in front,학교 앞에서 만나요,Let’s meet in front of school,
330,vocabulary,TOPIK I,애,child,애가 울어요,The child cries,애가 귀여워요,The child is cute,
331,vocabulary,TOPIK I,액세서리,accessory,액세서리를 샀어요,I bought an accessory,액세서리가 예뻐요,The accessory is pretty,
332,vocabulary,TOPIK I,야구,baseball,야구를 해요,I play baseball,야구를 봐요,I watch baseball,
333,vocabulary,TOPIK I,야채,vegetable,야채를 먹어요,I eat vegetables,야채가 신선해요,The vegetables are fresh,
334,vocabulary,TOPIK I,약,about/medicine,약을 먹어요,I take medicine,약 한 시간 걸려요,It takes about one hour,
335,vocabulary,TOPIK I,약간,slightly,약간 추워요,It is slightly cold,약간 달아요,It is slightly sweet,
336,vocabulary,TOPIK I,약국,pharmacy,약국에 가요,I go to the pharmacy,약국이 가까워요,The pharmacy is near,
337,vocabulary,TOPIK I,약사,pharmacist,약사가 설명해요,The pharmacist explains,약사에게 물어봐요,I ask the pharmacist,
338,vocabulary,TOPIK I,약속,appointment,약속이 있어요,I have an appointment,약속을 지켜요,I keep a promise,
339,vocabulary,TOPIK I,얇다,thin,책이 얇아요,The book is thin,옷이 얇아요,The clothes are thin,
340,vocabulary,TOPIK I,양,amount,양이 많아요,The amount is large,양을 줄여요,I reduce the amount,
341,vocabulary,TOPIK I,양말,socks,양말을 신어요,I wear socks,양말이 따뜻해요,The socks are warm,
342,vocabulary,TOPIK I,양복,suit,양복을 입어요,I wear a suit,양복이 잘 어울려요,The suit fits well,
343,vocabulary,TOPIK I,양식,form,양식을 작성해요,I fill out a form,양식이 필요해요,A form is needed,
344,vocabulary,TOPIK I,양파,onion,양파를 썰어요,I cut onions,양파가 매워요,The onion is spicy,
345,vocabulary,TOPIK I,얘기하다,talk,친구와 얘기해요,I talk with a friend,많이 얘기했어요,I talked a lot,
346,vocabulary,TOPIK I,어깨,shoulder,어깨가 아파요,My shoulder hurts,어깨를 만져요,I touch my shoulder,
347,vocabulary,TOPIK I,어느,which,어느 것을 고를까요?,Which one should I choose?,어느 나라예요?,Which country is it?,
348,vocabulary,TOPIK I,어둡다,dark,방이 어두워요,The room is dark,하늘이 어두워요,The sky is dark,
349,vocabulary,TOPIK I,어디,where,어디에 가요?,Where do you go?,여기가 어디예요?,Where is this?,
350,vocabulary,TOPIK I,어떤,which/what,어떤 책이에요?,What kind of book is it?,어떤 음식을 좋아해요?,What food do you like?,
351,vocabulary,TOPIK I,어떻게,how,어떻게 가요?,How do you go?,어떻게 해요?,What should I do?,
352,vocabulary,TOPIK I,어떻다,how (state),날씨가 어때요?,How is the weather?,기분이 어때요?,How do you feel?,
353,vocabulary,TOPIK I,어떻습니까?,how is it,이 음식은 어떻습니까?,How is this food?,상태는 어떻습니까?,How is the condition?,
354,vocabulary,TOPIK I,어렵다,difficult,문제가 어려워요,The problem is difficult,시험이 어려워요,The exam is hard,
355,vocabulary,TOPIK I,역사,history,역사를 배워요,I learn history,역사가 길어요,The history is long,
356,vocabulary,TOPIK I,연락처,contact information,연락처를 주세요,Give me your contact info,연락처를 저장해요,I save contact info,
357,vocabulary,TOPIK I,연,age/year,연이 많아요,The age is high,연을 물어봐요,I ask the age,
358,vocabulary,TOPIK I,연습,practice,연습을 해요,I practice,연습이 필요해요,Practice is needed,
359,vocabulary,TOPIK I,연습하다,practice,매일 연습해요,I practice every day,열심히 연습했어요,I practiced hard,
360,vocabulary,TOPIK I,연예인,celebrity,연예인이 유명해요,The celebrity is famous,연예인을 만났어요,I met a celebrity,
361,vocabulary,TOPIK I,연필,pencil,연필로 써요,I write with a pencil,연필을 샀어요,I bought a pencil,
362,vocabulary,TOPIK I,연휴,long holiday,연휴에 쉬어요,I rest during holidays,연휴가 길어요,The holiday is long,
363,vocabulary,TOPIK I,열,ten,열 개 있어요,There are ten,열 명이 왔어요,Ten people came,
364,vocabulary,TOPIK I,열다,open,문을 열어요,I open the door,가게를 열어요,I open the store,
365,vocabulary,TOPIK I,열리다,be opened,문이 열려요,The door opens,가게가 열렸어요,The store opened,
366,vocabulary,TOPIK I,열쇠,key,열쇠를 가져요,I take the key,열쇠를 잃어버렸어요,I lost the key,
367,vocabulary,TOPIK I,열심히,hard (effort),열심히 공부해요,I study hard,열심히 일해요,I work hard,
368,vocabulary,TOPIK I,열차,train,열차를 타요,I take a train,열차가 빨라요,The train is fast,
369,vocabulary,TOPIK I,엽서,postcard,엽서를 보내요,I send a postcard,엽서를 샀어요,I bought a postcard,
370,vocabulary,TOPIK I,영,zero,영이에요,It is zero,점수가 영이에요,The score is zero,
371,vocabulary,TOPIK I,영국,United Kingdom,영국에 가요,I go to the UK,영국 사람이에요,I am British,
372,vocabulary,TOPIK I,영상,video,영상을 봐요,I watch a video,영상이 길어요,The video is long,
373,vocabulary,TOPIK I,영어,English,영어를 공부해요,I study English,영어가 어려워요,English is difficult,
374,vocabulary,TOPIK I,영어회화,English conversation,영어회화를 연습해요,I practice English conversation,영어회화 수업이에요,It is an English conversation class,
